file,variable,latitude,longitude,ecco_mean,omg_mean,difference
CTD_20160916_140334.nc,THETA,74.73277282714844,-65.24624633789062,0.45726728,1.2565912,0.7993239
CTD_20160928_154417.nc,THETA,75.95733642578125,-59.61069107055664,1.5420092,1.3411667,-0.2008425
CTD_20160923_153439.nc,THETA,81.22250366210938,-64.78015899658203,-0.85167974,-0.29401058,0.55766916
CTD_20160914_145226.nc,THETA,69.19828033447266,-52.412818908691406,1.6029425,2.1628723,0.55992985
CTD_20160924_155359.nc,THETA,73.73886108398438,-61.26927947998047,0.48854497,1.4049733,0.9164283
CTD_20160928_133513.nc,THETA,74.03338623046875,-58.2613410949707,0.15606375,1.0078883,0.8518246
CTD_20160928_130838.nc,THETA,74.64826202392578,-61.149200439453125,0.62559575,1.5933299,0.96773416
CTD_20160914_113251.nc,THETA,67.74603271484375,-58.61214828491211,1.0186199,1.1464938,0.1278739
CTD_20160913_154431.nc,THETA,64.77964782714844,-53.0094108581543,2.2732573,3.6394675,1.3662102
CTD_20160928_131853.nc,THETA,74.524169921875,-60.02251052856445,0.52493834,1.6233,1.0983616
CTD_20160929_145648.nc,THETA,71.98985290527344,-17.682830810546875,0.5443912,0.91178834,0.36739713
CTD_20160924_163708.nc,THETA,71.98094177246094,-59.961429595947266,0.71054274,1.8447305,1.1341877
CTD_20160929_150010.nc,THETA,71.91944122314453,-17.121719360351562,0.50299275,0.48380628,-0.019186467
CTD_20160924_161112.nc,THETA,73.0257568359375,-63.04066848754883,0.40490803,1.2464974,0.84158933
CTD_20160919_105644.nc,THETA,74.83074951171875,-16.701690673828125,-0.4385871,0.40561587,0.844203
CTD_20160916_152547.nc,THETA,76.54753875732422,-74.03031158447266,-0.36818197,0.02298919,0.39117116
CTD_20160924_184444.nc,THETA,73.62181854248047,-58.00141906738281,0.45312107,1.6982335,1.2451124
CTD_20160924_164636.nc,THETA,72.24394226074219,-58.547821044921875,0.541628,1.3017172,0.76008916
CTD_20160914_140842.nc,THETA,70.98692321777344,-56.181060791015625,0.53876007,2.1839967,1.6452366
CTD_20160919_103843.nc,THETA,73.87767028808594,-18.016870498657227,-0.37600073,0.23801714,0.61401784
CTD_20160923_152417.nc,THETA,81.11044311523438,-62.13706970214844,-0.9536092,-0.2241296,0.7294796
CTD_20160913_152643.nc,THETA,64.10706329345703,-53.22467041015625,2.9968262,4.540856,1.5440297
CTD_20160924_180521.nc,THETA,73.07792663574219,-58.98640060424805,0.5907016,1.6542925,1.0635909
CTD_20160929_141211.nc,THETA,71.945068359375,-21.572460174560547,0.0077384305,0.71292824,0.7051898
CTD_20160924_160742.nc,THETA,73.18962860107422,-62.573429107666016,0.52635133,1.2043681,0.6780168
CTD_20160921_112603.nc,THETA,77.55322265625,-15.455860137939453,-0.99293554,-0.57840073,0.4145348
CTD_20160914_121319.nc,THETA,69.2605209350586,-59.08258056640625,1.1566622,1.1532625,-0.0033997297
CTD_20160916_123311.nc,THETA,68.37175750732422,-55.62213134765625,1.7928193,2.17525,0.3824308
CTD_20160921_112128.nc,THETA,77.28082275390625,-15.233920097351074,-0.97322845,-0.8238482,0.14938027
CTD_20160928_154917.nc,THETA,75.94892883300781,-60.439361572265625,1.0429832,1.600942,0.55795884
CTD_20160916_145103.nc,THETA,75.84780883789062,-69.34266662597656,-0.09580286,1.381976,1.4777789
CTD_20160923_163350.nc,THETA,78.36917114257812,-73.61444091796875,-0.7521267,0.337596,1.0897226
CTD_20160928_134526.nc,THETA,74.11335754394531,-56.47211837768555,4.13209,1.6245837,-2.5075064
CTD_20160924_154631.nc,THETA,74.03315734863281,-62.52777099609375,0.45289057,1.2969736,0.844083
CTD_20160924_171848.nc,THETA,72.9395980834961,-55.62314987182617,0.8439503,1.8307245,0.9867742
CTD_20160920_111204.nc,THETA,76.37444305419922,-16.79054069519043,-0.7147859,-0.02185288,0.69293296
CTD_20160923_152021.nc,THETA,80.9990005493164,-61.32299041748047,-0.9536092,-0.002129997,0.95147926
CTD_20160920_104035.nc,THETA,75.3404312133789,-15.34652042388916,-0.7697632,-1.0412686,-0.27150542
CTD_20160928_145132.nc,THETA,75.18546295166016,-58.26137161254883,3.9203985,0.66904145,-3.251357
CTD_20160915_164446.nc,THETA,70.36614990234375,-50.795440673828125,0.8600794,2.0304067,1.1703273
CTD_20160928_151457.nc,THETA,75.60061645507812,-59.79729080200195,-0.0039772866,1.7232269,1.7272042
CTD_20160920_105734.nc,THETA,75.7161636352539,-18.600900650024414,-0.4866179,0.10155994,0.5881778
CTD_20160915_161939.nc,THETA,70.61602020263672,-51.961151123046875,0.7362692,2.2097535,1.4734843
CTD_20160914_130330.nc,THETA,70.65934753417969,-58.91387176513672,1.0797813,2.1713405,1.0915592
CTD_20160915_153637.nc,THETA,70.8405532836914,-53.64358901977539,0.8511316,2.16227,1.3111384
CTD_20160916_121551.nc,THETA,68.61138153076172,-53.895999908447266,2.2180212,2.2384143,0.020393133
CTD_20160921_102953.nc,THETA,74.84977722167969,-12.002249717712402,0.986322,1.0352179,0.048895895
CTD_20160921_113706.nc,THETA,77.9930191040039,-16.84140968322754,-1.1254083,-0.05425066,1.0711576
CTD_20160923_155926.nc,THETA,79.8961410522461,-64.80135345458984,-0.14045495,-1.0574013,-0.91694635
CTD_20160929_152248.nc,THETA,71.13201141357422,-20.44584083557129,0.26376733,0.8972343,0.63346696
CTD_20160923_151432.nc,THETA,81.22933959960938,-61.95423889160156,-0.9536092,-0.5642863,0.38932294
CTD_20160924_155010.nc,THETA,73.89958190917969,-61.89455032348633,0.468658,1.479377,1.0107191
CTD_20160924_183048.nc,THETA,73.57273864746094,-56.10219955444336,4.9693613,1.6226072,-3.346754
CTD_20160928_130536.nc,THETA,74.74935150146484,-60.68661880493164,0.608738,1.6565261,1.0477881
CTD_20160915_153525.nc,THETA,70.909912109375,-53.680660247802734,0.8511316,2.1821654,1.3310337
CTD_20160913_165025.nc,THETA,66.50330352783203,-54.43424987792969,2.869608,1.484217,-1.3853909
CTD_20160920_122449.nc,THETA,77.5922622680664,-4.6392598152160645,-0.54511476,0.87311625,1.418231
CTD_20160916_125444.nc,THETA,69.45733642578125,-55.95254135131836,0.8992324,1.881772,0.98253965
CTD_20160915_163322.nc,THETA,70.45157623291016,-51.329410552978516,0.8600794,2.1565633,1.2964839
CTD_20160920_112656.nc,THETA,75.94011688232422,-13.91316032409668,-0.73140806,-0.42728454,0.30412352
CTD_20160914_115451.nc,THETA,68.60028076171875,-59.4669189453125,1.2255807,1.1973597,-0.028221011
CTD_20160913_160633.nc,THETA,65.69866943359375,-53.545841217041016,3.9640286,3.433676,-0.5303526
CTD_20160928_163025.nc,THETA,75.8584213256836,-65.66993713378906,0.10427963,1.6474962,1.5432166
CTD_20160928_162349.nc,THETA,75.78951263427734,-64.16692352294922,0.23080467,1.6925682,1.4617635
CTD_20160924_175043.nc,THETA,73.04736328125,-56.52695083618164,1.7836318,1.7997681,0.016136289
CTD_20160923_144620.nc,THETA,81.94595336914062,-61.63331985473633,-0.8247769,-0.19490488,0.629872
CTD_20160921_102455.nc,THETA,75.00303649902344,-12.871800422668457,0.20673308,1.4534546,1.2467215
CTD_20160928_151950.nc,THETA,75.38986206054688,-60.444339752197266,0.35233307,1.7468569,1.3945239
CTD_20160921_121205.nc,THETA,78.79647827148438,-11.012399673461914,-1.6154783,-0.19579281,1.4196855
CTD_20160915_151827.nc,THETA,71.37798309326172,-53.41437911987305,0.5870258,2.1474745,1.5604486
CTD_20160929_143523.nc,THETA,73.19290924072266,-19.632070541381836,-0.15403092,0.61782086,0.7718518
CTD_20160920_115839.nc,THETA,76.76226806640625,-8.171050071716309,-1.0539243,0.31771877,1.3716431
CTD_20160924_181802.nc,THETA,73.26609802246094,-58.361351013183594,0.5213287,1.8235164,1.3021877
CTD_20160928_144813.nc,THETA,75.24105072021484,-58.3537483215332,3.7507293,0.33430675,-3.4164226
CTD_20160928_131325.nc,THETA,74.4440689086914,-60.89765167236328,0.5878155,1.6318216,1.0440061
CTD_20160922_104846.nc,THETA,78.64798736572266,-15.952179908752441,-1.4145899,-1.4769504,-0.062360525
CTD_20160924_165826.nc,THETA,72.45571899414062,-56.36309814453125,0.18323371,1.4327463,1.2495126
CTD_20160923_160651.nc,THETA,79.52752685546875,-65.62175750732422,-0.59359777,-0.46462926,0.1289685
CTD_20160928_153504.nc,THETA,75.67900085449219,-60.87548828125,-0.037847966,1.7069114,1.7447594
CTD_20160914_141455.nc,THETA,70.6724624633789,-55.88935852050781,0.6822947,2.2069948,1.5247
CTD_20160913_162647.nc,THETA,65.68377685546875,-55.759830474853516,2.4467516,3.7166893,1.2699378
CTD_20160921_103300.nc,THETA,74.73490905761719,-11.542570114135742,1.1919643,0.7589244,-0.43303984
CTD_20160923_145124.nc,THETA,81.7805404663086,-62.558189392089844,-0.7194363,-0.0266796,0.6927567
CTD_20160915_153339.nc,THETA,70.98304748535156,-53.68986129760742,0.4901086,2.0780742,1.5879656
CTD_20160928_142906.nc,THETA,74.86601257324219,-57.5461311340332,3.5295274,1.3693453,-2.160182
CTD_20160922_103448.nc,THETA,77.84123229980469,-13.817540168762207,-1.0159605,-0.05831779,0.9576427
CTD_20160924_180242.nc,THETA,72.96781158447266,-58.74578857421875,0.51100546,1.8318893,1.3208838
CTD_20160928_140957.nc,THETA,74.60173797607422,-56.62839126586914,3.7152562,0.14770083,-3.5675554
CTD_20160929_142312.nc,THETA,72.48603057861328,-20.59450912475586,-0.21057947,0.29279438,0.50337386
CTD_20160929_151235.nc,THETA,71.78589630126953,-19.544719696044922,0.21328625,0.8129974,0.5997112
CTD_20160915_160431.nc,THETA,71.04283142089844,-52.04393005371094,0.71737695,2.3204217,1.6030447
CTD_20160928_160847.nc,THETA,75.66309356689453,-62.38827896118164,0.3412548,1.6326059,1.2913511
CTD_20160914_111417.nc,THETA,67.19596862792969,-57.41143035888672,1.3564658,0.95014054,-0.40632528
CTD_20160924_162449.nc,THETA,72.75496673583984,-60.396331787109375,0.6595612,1.559762,0.9002008
CTD_20160915_134947.nc,THETA,68.6171875,-57.177330017089844,1.2293198,1.890455,0.6611352
CTD_20160928_155851.nc,THETA,76.12547302246094,-61.15406036376953,2.680353,1.5823094,-1.0980436
CTD_20160914_124551.nc,THETA,70.17900085449219,-60.10319900512695,1.1218841,2.0230243,0.9011402
CTD_20160923_171627.nc,THETA,77.53661346435547,-66.70382690429688,-0.65191054,0.69171095,1.3436215
CTD_20160922_121442.nc,THETA,80.1156234741211,-10.571310043334961,-1.786857,-1.1538275,0.63302946
CTD_20160928_150756.nc,THETA,75.6568832397461,-58.79804992675781,3.0186872,1.494667,-1.5240202
CTD_20160914_132943.nc,THETA,71.91532897949219,-61.05385971069336,0.6427565,1.6323082,0.9895517
CTD_20160924_153515.nc,THETA,73.8951416015625,-63.431610107421875,0.44228432,1.4043521,0.9620677
CTD_20160924_180802.nc,THETA,73.19146728515625,-59.24620056152344,0.55581003,1.6445999,1.0887899
CTD_20160923_170038.nc,THETA,77.33934783935547,-69.66768646240234,-0.6414926,0.5728748,1.2143674
CTD_20160915_141520.nc,THETA,69.98339080810547,-57.903411865234375,0.8653143,1.8627127,0.99739844
CTD_20160923_145614.nc,THETA,81.61617279052734,-63.59251022338867,-0.76174563,0.012850125,0.77459574
CTD_20160928_141542.nc,THETA,74.65450286865234,-57.040069580078125,3.7152562,1.45869,-2.256566
CTD_20160924_173732.nc,THETA,73.21810150146484,-55.329071044921875,5.2534647,1.243409,-4.0100555
CTD_20160921_115419.nc,THETA,78.66815948486328,-16.327680587768555,-1.238878,-0.52829695,0.71058106
CTD_20160924_182547.nc,THETA,73.44432830810547,-56.95917892456055,4.265228,1.760808,-2.5044198
CTD_20160928_161552.nc,THETA,75.99571228027344,-62.75408935546875,0.0072681983,1.6518555,1.6445873
CTD_20160916_150626.nc,THETA,76.28843688964844,-70.9336166381836,-0.32535782,0.6538758,0.9792336
CTD_20160915_133457.nc,THETA,68.2027587890625,-57.13261032104492,1.3545889,1.8099256,0.4553367
CTD_20160922_101407.nc,THETA,77.1334228515625,-10.464119911193848,-0.8919083,0.5650545,1.4569628
CTD_20160928_145641.nc,THETA,75.34163665771484,-58.95586013793945,0.007257578,1.4906217,1.4833641
CTD_20160916_154551.nc,THETA,77.29149627685547,-74.77397918701172,-0.47366855,-0.029987566,0.44368097
CTD_20160924_191450.nc,THETA,75.16873168945312,-63.99668884277344,0.7285043,0.9675286,0.23902428
CTD_20160923_145953.nc,THETA,81.59517669677734,-64.8337173461914,-0.86669546,-0.1331061,0.73358935
CTD_20160915_155110.nc,THETA,70.89916229248047,-52.73075866699219,0.7965848,2.1401222,1.3435373
CTD_20160920_113720.nc,THETA,75.97241973876953,-12.271638870239258,-0.9998918,-0.13441603,0.8654758
CTD_20160929_145212.nc,THETA,72.145751953125,-18.418970108032227,0.26379222,1.3526846,1.0888925
CTD_20160914_134856.nc,THETA,71.58447265625,-58.66114044189453,0.6177798,1.3796674,0.7618876
CTD_20161008_135045.nc,THETA,66.77661895751953,-29.53717041015625,1.5383871,2.171524,0.633137
CTD_20161008_133100.nc,THETA,67.00041198730469,-32.49510955810547,2.4713917,3.2994535,0.8280618
CTD_20161009_111610.nc,THETA,62.650630950927734,-40.956539154052734,4.114879,4.95312,0.8382411
CTD_20161001_130325.nc,THETA,64.7303695678711,-37.84822082519531,4.2958126,4.2240853,-0.071727276
CTD_20161006_123413.nc,THETA,69.36966705322266,-21.10318946838379,0.34793088,1.9111488,1.5632179
CTD_20161008_140716.nc,THETA,67.2475814819336,-27.507919311523438,0.72138137,1.3717022,0.6503208
CTD_20161009_102814.nc,THETA,60.32202911376953,-42.43178176879883,5.1093607,5.58999,0.48062944
CTD_20161006_154036.nc,THETA,65.59575653076172,-34.37281036376953,2.0136037,4.335069,2.3214655
CTD_20161001_131642.nc,THETA,65.2414779663086,-38.96968078613281,4.58111,3.2369552,-1.3441548
CTD_20161010_134357.nc,THETA,71.50250244140625,-27.199050903320312,-0.14465019,0.6975541,0.84220433
CTD_20161001_142124.nc,THETA,63.999691009521484,-40.24872970581055,3.4823666,4.7986836,1.3163171
CTD_20161010_141636.nc,THETA,70.48050689697266,-24.858549118041992,-0.26997077,0.4075322,0.677503
CTD_20161001_140256.nc,THETA,63.7069091796875,-38.50613021850586,4.6038795,5.608636,1.0047565
CTD_20161008_131859.nc,THETA,66.22308349609375,-32.37194061279297,1.6560718,2.5764272,0.92035544
CTD_20161008_123052.nc,THETA,65.03338623046875,-34.55849075317383,4.7642355,6.468888,1.7046523
CTD_20161006_135139.nc,THETA,68.41264343261719,-26.985660552978516,0.8976755,0.30844483,-0.58923066
CTD_20161010_130625.nc,THETA,70.41316223144531,-28.13920021057129,-0.7073357,0.75088257,1.4582183
CTD_20161009_104056.nc,THETA,61.01049041748047,-42.02989959716797,4.756497,5.779948,1.0234513
CTD_20161006_133736.nc,THETA,68.89002990722656,-25.31641960144043,0.767733,-0.06984119,-0.8375742
CTD_20161006_141711.nc,THETA,67.66412353515625,-28.436250686645508,1.5000806,0.5916994,-0.90838116
CTD_20161006_143705.nc,THETA,67.30458068847656,-31.037410736083984,2.1453087,2.3310528,0.18574405
CTD_20161010_143719.nc,THETA,70.25071716308594,-23.898889541625977,-0.09621172,0.40798098,0.5041927
CTD_20161008_151346.nc,THETA,66.54276275634766,-26.713529586791992,1.0465592,1.137126,0.090566754
CTD_20161006_134355.nc,THETA,68.68363189697266,-26.027009963989258,0.919156,0.9894931,0.07033706
CTD_20161008_122644.nc,THETA,64.81307220458984,-34.28757095336914,5.2568126,5.0893946,-0.167418
CTD_20161001_142632.nc,THETA,63.72182083129883,-40.21302032470703,3.7503145,3.7421834,-0.008131027
CTD_20161008_135820.nc,THETA,67.06559753417969,-28.680810928344727,1.3574344,0.61514306,-0.74229133
CTD_20161006_124400.nc,THETA,69.8781509399414,-20.10003089904785,0.24881963,0.6770207,0.42820108
CTD_20161009_111107.nc,THETA,62.45035934448242,-41.33028030395508,4.330925,4.9691052,0.63818026
CTD_20161006_124931.nc,THETA,70.23584747314453,-20.109149932861328,0.19451824,0.45652592,0.26200768
CTD_20161001_132730.nc,THETA,64.75775909423828,-39.86336898803711,3.9862392,3.250674,-0.7355652
CTD_20161009_110607.nc,THETA,62.27724075317383,-40.90196990966797,4.2562633,5.4313893,1.1751261
CTD_20161001_143136.nc,THETA,63.52981948852539,-39.73817825317383,3.8776352,5.631598,1.7539628
CTD_20161001_141122.nc,THETA,64.08586883544922,-38.79267120361328,4.2911654,5.604132,1.3129668
CTD_20161001_130823.nc,THETA,64.94274139404297,-38.161441802978516,3.8234735,4.7837725,0.960299
CTD_20161008_150109.nc,THETA,66.13610076904297,-28.216350555419922,1.9976689,3.3793373,1.3816684
CTD_20161010_140634.nc,THETA,71.09935760498047,-24.91253089904785,-0.4004921,0.33066878,0.7311609
CTD_20161006_140315.nc,THETA,68.1026382446289,-27.77094078063965,1.1611111,0.35133788,-0.8097732
CTD_20161008_141826.nc,THETA,67.65492248535156,-26.411380767822266,0.47256774,1.2229439,0.75037616
CTD_20161008_143402.nc,THETA,66.830810546875,-27.66861915588379,1.0767788,0.7206211,-0.35615766
CTD_20161008_144246.nc,THETA,66.46215057373047,-28.541980743408203,1.642169,2.4861364,0.84396744
CTD_20161010_145001.nc,THETA,70.10014343261719,-21.384559631347656,0.2143087,0.55026525,0.33595657
CTD_20161008_124547.nc,THETA,64.72411346435547,-36.56895065307617,4.3116665,4.4329066,0.12124014
CTD_20161006_142825.nc,THETA,67.3993911743164,-29.736839294433594,1.7776935,3.289968,1.5122745
CTD_20161010_142322.nc,THETA,70.39193725585938,-25.971799850463867,-0.33668563,0.49929065,0.83597624
CTD_20161001_125033.nc,THETA,64.18734741210938,-36.96862030029297,4.300284,4.5739827,0.2736988
CTD_20161009_105256.nc,THETA,61.61886978149414,-41.334529876708984,4.349524,5.298386,0.9488621
CTD_20161006_150040.nc,THETA,66.10397338867188,-30.646699905395508,2.2963302,2.7295148,0.43318462
CTD_20161006_151943.nc,THETA,65.8230209350586,-31.646820068359375,2.9261444,3.4903312,0.5641868
CTD_20161006_145047.nc,THETA,66.61852264404297,-30.751110076904297,2.184805,2.625238,0.44043303
CTD_20161006_152928.nc,THETA,65.82083129882812,-32.9647102355957,1.9145058,3.845813,1.9313072
CTD_20161008_122213.nc,THETA,64.60001373291016,-33.99150085449219,5.356174,5.3213773,-0.034796715
CTD_20161009_112224.nc,THETA,62.938480377197266,-40.60173034667969,4.1155696,4.839134,0.7235646
CTD_20161009_104604.nc,THETA,61.29983901977539,-41.85163116455078,4.596064,5.715171,1.1191068
CTD_20161001_135329.nc,THETA,63.989688873291016,-37.54397964477539,4.1391335,4.7568774,0.61774397
CTD_20161001_134519.nc,THETA,65.24239349365234,-38.312889099121094,2.6044676,4.210106,1.6056383
CTD_20161006_150939.nc,THETA,65.65653991699219,-30.450939178466797,4.0808954,4.7957163,0.71482086
CTD_20161001_133916.nc,THETA,64.5667495727539,-38.64970016479492,3.7808943,4.1321135,0.35121918
CTD_20161001_143840.nc,THETA,63.165260314941406,-40.26935958862305,3.9417815,5.6225533,1.6807718
CTD_20161008_145145.nc,THETA,66.11982727050781,-29.385860443115234,1.8280423,4.124292,2.2962496
CTD_20171018_140759.nc,THETA,73.8269271850586,-57.244930267333984,-0.1963767,1.4151837,1.6115603
CTD_20171015_121330.nc,THETA,69.44499969482422,-23.205520629882812,-0.52835435,-0.07064798,0.45770636
CTD_20171023_131753.nc,THETA,65.59427642822266,-55.850669860839844,3.2302535,4.4652805,1.2350271
CTD_20171014_094217.nc,THETA,65.82240295410156,-31.637300491333008,2.3332553,2.9368837,0.6036284
CTD_20171018_132130.nc,THETA,74.33763122558594,-57.99951934814453,-0.37373692,1.2830404,1.6567774
CTD_20171018_170913.nc,THETA,75.84615325927734,-69.3311996459961,-0.35422596,0.94403154,1.2982575
CTD_20171017_155944.nc,THETA,78.2886734008789,-73.8198471069336,-1.029125,-0.23651096,0.792614
CTD_20171016_114215.nc,THETA,71.94391632080078,-21.568099975585938,-0.45712855,0.45956638,0.91669494
CTD_20171019_142854.nc,THETA,72.00287628173828,-59.972721099853516,0.15438952,1.5365832,1.3821937
CTD_20171014_132403.nc,THETA,60.692569732666016,-42.20267105102539,4.6102953,5.128732,0.5184369
CTD_20171023_144948.nc,THETA,70.7809829711914,-51.936729431152344,0.39632186,1.946883,1.5505611
CTD_20171014_123444.nc,THETA,62.65208053588867,-40.96076965332031,4.0205507,5.611539,1.5909882
CTD_20171018_122743.nc,THETA,75.35658264160156,-59.06290054321289,-0.48952413,0.7294406,1.2189648
